unique_id,ds,cutoff,y,naive
hotel_0,2023-06-03,2023-06-02,0.8641975308641975,0.691358024691358
hotel_0,2023-06-04,2023-06-02,0.5061728395061729,0.691358024691358
hotel_0,2023-06-05,2023-06-02,0.7407407407407407,0.691358024691358
hotel_0,2023-06-06,2023-06-02,0.7530864197530864,0.691358024691358
hotel_0,2023-06-07,2023-06-02,0.7530864197530864,0.691358024691358
hotel_0,2023-06-08,2023-06-02,0.6049382716049383,0.691358024691358
hotel_0,2023-06-09,2023-06-02,0.7901234567901234,0.691358024691358
hotel_0,2023-06-10,2023-06-02,0.8518518518518519,0.691358024691358
hotel_0,2023-06-11,2023-06-02,0.5308641975308642,0.691358024691358
hotel_0,2023-06-12,2023-06-02,0.7407407407407407,0.691358024691358
hotel_0,2023-06-13,2023-06-02,0.7901234567901234,0.691358024691358
hotel_0,2023-06-14,2023-06-02,0.8271604938271605,0.691358024691358
hotel_0,2023-06-15,2023-06-02,0.7901234567901234,0.691358024691358
hotel_0,2023-06-16,2023-06-02,0.8395061728395061,0.691358024691358
hotel_0,2023-06-10,2023-06-09,0.8518518518518519,0.7901234567901234
hotel_0,2023-06-11,2023-06-09,0.5308641975308642,0.7901234567901234
hotel_0,2023-06-12,2023-06-09,0.7407407407407407,0.7901234567901234
hotel_0,2023-06-13,2023-06-09,0.7901234567901234,0.7901234567901234
hotel_0,2023-06-14,2023-06-09,0.8271604938271605,0.7901234567901234
hotel_0,2023-06-15,2023-06-09,0.7901234567901234,0.7901234567901234
hotel_0,2023-06-16,2023-06-09,0.8395061728395061,0.7901234567901234
hotel_0,2023-06-17,2023-06-09,1.0246913580246917,0.7901234567901234
hotel_0,2023-06-18,2023-06-09,0.6419753086419753,0.7901234567901234
hotel_0,2023-06-19,2023-06-09,0.5308641975308642,0.7901234567901234
hotel_0,2023-06-20,2023-06-09,0.7283950617283951,0.7901234567901234
hotel_0,2023-06-21,2023-06-09,0.7160493827160493,0.7901234567901234
hotel_0,2023-06-22,2023-06-09,0.7654320987654321,0.7901234567901234
hotel_0,2023-06-23,2023-06-09,0.8148148148148148,0.7901234567901234
hotel_0,2023-06-17,2023-06-16,1.0246913580246917,0.8395061728395061
hotel_0,2023-06-18,2023-06-16,0.6419753086419753,0.8395061728395061
hotel_0,2023-06-19,2023-06-16,0.5308641975308642,0.8395061728395061
hotel_0,2023-06-20,2023-06-16,0.7283950617283951,0.8395061728395061
hotel_0,2023-06-21,2023-06-16,0.7160493827160493,0.8395061728395061
hotel_0,2023-06-22,2023-06-16,0.7654320987654321,0.8395061728395061
hotel_0,2023-06-23,2023-06-16,0.8148148148148148,0.8395061728395061
hotel_0,2023-06-24,2023-06-16,0.9506172839506172,0.8395061728395061
hotel_0,2023-06-25,2023-06-16,0.5061728395061729,0.8395061728395061
hotel_0,2023-06-26,2023-06-16,0.5802469135802469,0.8395061728395061
hotel_0,2023-06-27,2023-06-16,0.691358024691358,0.8395061728395061
hotel_0,2023-06-28,2023-06-16,0.654320987654321,0.8395061728395061
hotel_0,2023-06-29,2023-06-16,0.7160493827160493,0.8395061728395061
hotel_0,2023-06-30,2023-06-16,0.8271604938271605,0.8395061728395061
hotel_105,2023-06-03,2023-06-02,1.0125786163522013,0.949685534591195
hotel_105,2023-06-04,2023-06-02,0.9119496855345912,0.949685534591195
hotel_105,2023-06-05,2023-06-02,0.9937106918238994,0.949685534591195
hotel_105,2023-06-06,2023-06-02,1.0062893081761006,0.949685534591195
hotel_105,2023-06-07,2023-06-02,0.981132075471698,0.949685534591195
hotel_105,2023-06-08,2023-06-02,0.9559748427672956,0.949685534591195
hotel_105,2023-06-09,2023-06-02,0.981132075471698,0.949685534591195
hotel_105,2023-06-10,2023-06-02,1.0062893081761006,0.949685534591195
hotel_105,2023-06-11,2023-06-02,0.981132075471698,0.949685534591195
hotel_105,2023-06-12,2023-06-02,0.9937106918238994,0.949685534591195
hotel_105,2023-06-13,2023-06-02,1.0377358490566038,0.949685534591195
hotel_105,2023-06-14,2023-06-02,1.0125786163522013,0.949685534591195
hotel_105,2023-06-15,2023-06-02,1.018867924528302,0.949685534591195
hotel_105,2023-06-16,2023-06-02,0.9622641509433962,0.949685534591195
hotel_105,2023-06-10,2023-06-09,1.0062893081761006,0.981132075471698
hotel_105,2023-06-11,2023-06-09,0.981132075471698,0.981132075471698
hotel_105,2023-06-12,2023-06-09,0.9937106918238994,0.981132075471698
hotel_105,2023-06-13,2023-06-09,1.0377358490566038,0.981132075471698
hotel_105,2023-06-14,2023-06-09,1.0125786163522013,0.981132075471698
hotel_105,2023-06-15,2023-06-09,1.018867924528302,0.981132075471698
hotel_105,2023-06-16,2023-06-09,0.9622641509433962,0.981132075471698
hotel_105,2023-06-17,2023-06-09,0.9245283018867924,0.981132075471698
hotel_105,2023-06-18,2023-06-09,0.9937106918238994,0.981132075471698
hotel_105,2023-06-19,2023-06-09,1.0062893081761006,0.981132075471698
hotel_105,2023-06-20,2023-06-09,1.0062893081761006,0.981132075471698
hotel_105,2023-06-21,2023-06-09,1.0125786163522013,0.981132075471698
hotel_105,2023-06-22,2023-06-09,1.0566037735849056,0.981132075471698
hotel_105,2023-06-23,2023-06-09,0.9874213836477987,0.981132075471698
hotel_105,2023-06-17,2023-06-16,0.9245283018867924,0.9622641509433962
hotel_105,2023-06-18,2023-06-16,0.9937106918238994,0.9622641509433962
hotel_105,2023-06-19,2023-06-16,1.0062893081761006,0.9622641509433962
hotel_105,2023-06-20,2023-06-16,1.0062893081761006,0.9622641509433962
hotel_105,2023-06-21,2023-06-16,1.0125786163522013,0.9622641509433962
hotel_105,2023-06-22,2023-06-16,1.0566037735849056,0.9622641509433962
hotel_105,2023-06-23,2023-06-16,0.9874213836477987,0.9622641509433962
hotel_105,2023-06-24,2023-06-16,0.9874213836477987,0.9622641509433962
hotel_105,2023-06-25,2023-06-16,0.9937106918238994,0.9622641509433962
hotel_105,2023-06-26,2023-06-16,1.018867924528302,0.9622641509433962
hotel_105,2023-06-27,2023-06-16,1.0314465408805031,0.9622641509433962
hotel_105,2023-06-28,2023-06-16,1.0440251572327044,0.9622641509433962
hotel_105,2023-06-29,2023-06-16,1.0062893081761006,0.9622641509433962
hotel_105,2023-06-30,2023-06-16,1.0,0.9622641509433962
hotel_112,2023-06-03,2023-06-02,0.7375,0.75625
hotel_112,2023-06-04,2023-06-02,0.7375,0.75625
hotel_112,2023-06-05,2023-06-02,0.83125,0.75625
hotel_112,2023-06-06,2023-06-02,0.83125,0.75625
hotel_112,2023-06-07,2023-06-02,0.81875,0.75625
hotel_112,2023-06-08,2023-06-02,0.85,0.75625
hotel_112,2023-06-09,2023-06-02,0.675,0.75625
hotel_112,2023-06-10,2023-06-02,0.91875,0.75625
hotel_112,2023-06-11,2023-06-02,0.84375,0.75625
hotel_112,2023-06-12,2023-06-02,0.7375,0.75625
hotel_112,2023-06-13,2023-06-02,0.9875,0.75625
hotel_112,2023-06-14,2023-06-02,1.00625,0.75625
hotel_112,2023-06-15,2023-06-02,1.0125,0.75625
hotel_112,2023-06-16,2023-06-02,1.00625,0.75625
hotel_112,2023-06-10,2023-06-09,0.91875,0.675
hotel_112,2023-06-11,2023-06-09,0.84375,0.675
hotel_112,2023-06-12,2023-06-09,0.7375,0.675
hotel_112,2023-06-13,2023-06-09,0.9875,0.675
hotel_112,2023-06-14,2023-06-09,1.00625,0.675
hotel_112,2023-06-15,2023-06-09,1.0125,0.675
hotel_112,2023-06-16,2023-06-09,1.00625,0.675
hotel_112,2023-06-17,2023-06-09,1.00625,0.675
hotel_112,2023-06-18,2023-06-09,0.90625,0.675
hotel_112,2023-06-19,2023-06-09,0.95,0.675
hotel_112,2023-06-20,2023-06-09,0.99375,0.675
hotel_112,2023-06-21,2023-06-09,0.9375,0.675
hotel_112,2023-06-22,2023-06-09,0.99375,0.675
hotel_112,2023-06-23,2023-06-09,0.7375,0.675
hotel_112,2023-06-17,2023-06-16,1.00625,1.00625
hotel_112,2023-06-18,2023-06-16,0.90625,1.00625
hotel_112,2023-06-19,2023-06-16,0.95,1.00625
hotel_112,2023-06-20,2023-06-16,0.99375,1.00625
hotel_112,2023-06-21,2023-06-16,0.9375,1.00625
hotel_112,2023-06-22,2023-06-16,0.99375,1.00625
hotel_112,2023-06-23,2023-06-16,0.7375,1.00625
hotel_112,2023-06-24,2023-06-16,0.75625,1.00625
hotel_112,2023-06-25,2023-06-16,0.7625,1.00625
hotel_112,2023-06-26,2023-06-16,0.76875,1.00625
hotel_112,2023-06-27,2023-06-16,0.8625,1.00625
hotel_112,2023-06-28,2023-06-16,0.89375,1.00625
hotel_112,2023-06-29,2023-06-16,1.0,1.00625
hotel_112,2023-06-30,2023-06-16,0.96875,1.00625
hotel_126,2023-06-03,2023-06-02,0.9482071713147412,1.00398406374502
hotel_126,2023-06-04,2023-06-02,0.9880478087649402,1.00398406374502
hotel_126,2023-06-05,2023-06-02,1.0159362549800797,1.00398406374502
hotel_126,2023-06-06,2023-06-02,1.0159362549800797,1.00398406374502
hotel_126,2023-06-07,2023-06-02,1.0079681274900398,1.00398406374502
hotel_126,2023-06-08,2023-06-02,0.99601593625498,1.00398406374502
hotel_126,2023-06-09,2023-06-02,0.9920318725099602,1.00398406374502
hotel_126,2023-06-10,2023-06-02,1.0,1.00398406374502
hotel_126,2023-06-11,2023-06-02,1.0,1.00398406374502
hotel_126,2023-06-12,2023-06-02,0.9920318725099602,1.00398406374502
hotel_126,2023-06-13,2023-06-02,1.00398406374502,1.00398406374502
hotel_126,2023-06-14,2023-06-02,1.0,1.00398406374502
hotel_126,2023-06-15,2023-06-02,1.00398406374502,1.00398406374502
hotel_126,2023-06-16,2023-06-02,1.0079681274900398,1.00398406374502
hotel_126,2023-06-10,2023-06-09,1.0,0.9920318725099602
hotel_126,2023-06-11,2023-06-09,1.0,0.9920318725099602
hotel_126,2023-06-12,2023-06-09,0.9920318725099602,0.9920318725099602
hotel_126,2023-06-13,2023-06-09,1.00398406374502,0.9920318725099602
hotel_126,2023-06-14,2023-06-09,1.0,0.9920318725099602
hotel_126,2023-06-15,2023-06-09,1.00398406374502,0.9920318725099602
hotel_126,2023-06-16,2023-06-09,1.0079681274900398,0.9920318725099602
hotel_126,2023-06-17,2023-06-09,1.00398406374502,0.9920318725099602
hotel_126,2023-06-18,2023-06-09,1.00398406374502,0.9920318725099602
hotel_126,2023-06-19,2023-06-09,0.99601593625498,0.9920318725099602
hotel_126,2023-06-20,2023-06-09,0.99601593625498,0.9920318725099602
hotel_126,2023-06-21,2023-06-09,1.00398406374502,0.9920318725099602
hotel_126,2023-06-22,2023-06-09,0.9880478087649402,0.9920318725099602
hotel_126,2023-06-23,2023-06-09,1.00398406374502,0.9920318725099602
hotel_126,2023-06-17,2023-06-16,1.00398406374502,1.0079681274900398
hotel_126,2023-06-18,2023-06-16,1.00398406374502,1.0079681274900398
hotel_126,2023-06-19,2023-06-16,0.99601593625498,1.0079681274900398
hotel_126,2023-06-20,2023-06-16,0.99601593625498,1.0079681274900398
hotel_126,2023-06-21,2023-06-16,1.00398406374502,1.0079681274900398
hotel_126,2023-06-22,2023-06-16,0.9880478087649402,1.0079681274900398
hotel_126,2023-06-23,2023-06-16,1.00398406374502,1.0079681274900398
hotel_126,2023-06-24,2023-06-16,1.00398406374502,1.0079681274900398
hotel_126,2023-06-25,2023-06-16,1.00398406374502,1.0079681274900398
hotel_126,2023-06-26,2023-06-16,1.00398406374502,1.0079681274900398
hotel_126,2023-06-27,2023-06-16,0.9840637450199204,1.0079681274900398
hotel_126,2023-06-28,2023-06-16,1.00398406374502,1.0079681274900398
hotel_126,2023-06-29,2023-06-16,1.00398406374502,1.0079681274900398
hotel_126,2023-06-30,2023-06-16,0.9880478087649402,1.0079681274900398
hotel_133,2023-06-03,2023-06-02,1.0163934426229508,0.9836065573770492
hotel_133,2023-06-04,2023-06-02,0.918032786885246,0.9836065573770492
hotel_133,2023-06-05,2023-06-02,0.9508196721311476,0.9836065573770492
hotel_133,2023-06-06,2023-06-02,0.9672131147540984,0.9836065573770492
hotel_133,2023-06-07,2023-06-02,0.8852459016393442,0.9836065573770492
hotel_133,2023-06-08,2023-06-02,0.9508196721311476,0.9836065573770492
hotel_133,2023-06-09,2023-06-02,0.9836065573770492,0.9836065573770492
hotel_133,2023-06-10,2023-06-02,1.0,0.9836065573770492
hotel_133,2023-06-11,2023-06-02,0.8032786885245902,0.9836065573770492
hotel_133,2023-06-12,2023-06-02,0.9344262295081968,0.9836065573770492
hotel_133,2023-06-13,2023-06-02,0.9836065573770492,0.9836065573770492
hotel_133,2023-06-14,2023-06-02,1.0,0.9836065573770492
hotel_133,2023-06-15,2023-06-02,1.0,0.9836065573770492
hotel_133,2023-06-16,2023-06-02,1.0,0.9836065573770492
hotel_133,2023-06-10,2023-06-09,1.0,0.9836065573770492
hotel_133,2023-06-11,2023-06-09,0.8032786885245902,0.9836065573770492
hotel_133,2023-06-12,2023-06-09,0.9344262295081968,0.9836065573770492
hotel_133,2023-06-13,2023-06-09,0.9836065573770492,0.9836065573770492
hotel_133,2023-06-14,2023-06-09,1.0,0.9836065573770492
hotel_133,2023-06-15,2023-06-09,1.0,0.9836065573770492
hotel_133,2023-06-16,2023-06-09,1.0,0.9836065573770492
hotel_133,2023-06-17,2023-06-09,1.0,0.9836065573770492
hotel_133,2023-06-18,2023-06-09,0.9836065573770492,0.9836065573770492
hotel_133,2023-06-19,2023-06-09,0.9672131147540984,0.9836065573770492
hotel_133,2023-06-20,2023-06-09,0.9344262295081968,0.9836065573770492
hotel_133,2023-06-21,2023-06-09,0.8524590163934426,0.9836065573770492
hotel_133,2023-06-22,2023-06-09,0.819672131147541,0.9836065573770492
hotel_133,2023-06-23,2023-06-09,0.9344262295081968,0.9836065573770492
hotel_133,2023-06-17,2023-06-16,1.0,1.0
hotel_133,2023-06-18,2023-06-16,0.9836065573770492,1.0
hotel_133,2023-06-19,2023-06-16,0.9672131147540984,1.0
hotel_133,2023-06-20,2023-06-16,0.9344262295081968,1.0
hotel_133,2023-06-21,2023-06-16,0.8524590163934426,1.0
hotel_133,2023-06-22,2023-06-16,0.819672131147541,1.0
hotel_133,2023-06-23,2023-06-16,0.9344262295081968,1.0
hotel_133,2023-06-24,2023-06-16,1.0163934426229508,1.0
hotel_133,2023-06-25,2023-06-16,0.8852459016393442,1.0
hotel_133,2023-06-26,2023-06-16,0.9836065573770492,1.0
hotel_133,2023-06-27,2023-06-16,0.9836065573770492,1.0
hotel_133,2023-06-28,2023-06-16,0.9508196721311476,1.0
hotel_133,2023-06-29,2023-06-16,0.918032786885246,1.0
hotel_133,2023-06-30,2023-06-16,0.9672131147540984,1.0
hotel_14,2023-06-03,2023-06-02,0.660377358490566,0.5660377358490566
hotel_14,2023-06-04,2023-06-02,0.4528301886792453,0.5660377358490566
hotel_14,2023-06-05,2023-06-02,0.7452830188679245,0.5660377358490566
hotel_14,2023-06-06,2023-06-02,0.8490566037735849,0.5660377358490566
hotel_14,2023-06-07,2023-06-02,0.8113207547169812,0.5660377358490566
hotel_14,2023-06-08,2023-06-02,0.6320754716981132,0.5660377358490566
hotel_14,2023-06-09,2023-06-02,0.4716981132075472,0.5660377358490566
hotel_14,2023-06-10,2023-06-02,0.5660377358490566,0.5660377358490566
hotel_14,2023-06-11,2023-06-02,0.3584905660377358,0.5660377358490566
hotel_14,2023-06-12,2023-06-02,0.6792452830188679,0.5660377358490566
hotel_14,2023-06-13,2023-06-02,0.6981132075471698,0.5660377358490566
hotel_14,2023-06-14,2023-06-02,0.6886792452830188,0.5660377358490566
hotel_14,2023-06-15,2023-06-02,0.5849056603773585,0.5660377358490566
hotel_14,2023-06-16,2023-06-02,0.6132075471698113,0.5660377358490566
hotel_14,2023-06-10,2023-06-09,0.5660377358490566,0.4716981132075472
hotel_14,2023-06-11,2023-06-09,0.3584905660377358,0.4716981132075472
hotel_14,2023-06-12,2023-06-09,0.6792452830188679,0.4716981132075472
hotel_14,2023-06-13,2023-06-09,0.6981132075471698,0.4716981132075472
hotel_14,2023-06-14,2023-06-09,0.6886792452830188,0.4716981132075472
hotel_14,2023-06-15,2023-06-09,0.5849056603773585,0.4716981132075472
hotel_14,2023-06-16,2023-06-09,0.6132075471698113,0.4716981132075472
hotel_14,2023-06-17,2023-06-09,0.6698113207547169,0.4716981132075472
hotel_14,2023-06-18,2023-06-09,0.5,0.4716981132075472
hotel_14,2023-06-19,2023-06-09,0.5849056603773585,0.4716981132075472
hotel_14,2023-06-20,2023-06-09,0.6698113207547169,0.4716981132075472
hotel_14,2023-06-21,2023-06-09,0.7264150943396226,0.4716981132075472
hotel_14,2023-06-22,2023-06-09,0.6981132075471698,0.4716981132075472
hotel_14,2023-06-23,2023-06-09,0.7264150943396226,0.4716981132075472
hotel_14,2023-06-17,2023-06-16,0.6698113207547169,0.6132075471698113
hotel_14,2023-06-18,2023-06-16,0.5,0.6132075471698113
hotel_14,2023-06-19,2023-06-16,0.5849056603773585,0.6132075471698113
hotel_14,2023-06-20,2023-06-16,0.6698113207547169,0.6132075471698113
hotel_14,2023-06-21,2023-06-16,0.7264150943396226,0.6132075471698113
hotel_14,2023-06-22,2023-06-16,0.6981132075471698,0.6132075471698113
hotel_14,2023-06-23,2023-06-16,0.7264150943396226,0.6132075471698113
hotel_14,2023-06-24,2023-06-16,0.6132075471698113,0.6132075471698113
hotel_14,2023-06-25,2023-06-16,0.5660377358490566,0.6132075471698113
hotel_14,2023-06-26,2023-06-16,0.5943396226415094,0.6132075471698113
hotel_14,2023-06-27,2023-06-16,0.5377358490566038,0.6132075471698113
hotel_14,2023-06-28,2023-06-16,0.5566037735849056,0.6132075471698113
hotel_14,2023-06-29,2023-06-16,0.7641509433962265,0.6132075471698113
hotel_14,2023-06-30,2023-06-16,0.5188679245283019,0.6132075471698113
hotel_21,2023-06-03,2023-06-02,1.0046296296296295,1.0
hotel_21,2023-06-04,2023-06-02,0.9814814814814816,1.0
hotel_21,2023-06-05,2023-06-02,1.0,1.0
hotel_21,2023-06-06,2023-06-02,0.9675925925925926,1.0
hotel_21,2023-06-07,2023-06-02,0.9583333333333334,1.0
hotel_21,2023-06-08,2023-06-02,1.0,1.0
hotel_21,2023-06-09,2023-06-02,0.9907407407407408,1.0
hotel_21,2023-06-10,2023-06-02,1.023148148148148,1.0
hotel_21,2023-06-11,2023-06-02,0.9861111111111112,1.0
