unique_id,ds,naive
hotel_0,2023-07-01,0.8271604938271605
hotel_0,2023-07-02,0.8271604938271605
hotel_0,2023-07-03,0.8271604938271605
hotel_0,2023-07-04,0.8271604938271605
hotel_0,2023-07-05,0.8271604938271605
hotel_0,2023-07-06,0.8271604938271605
hotel_0,2023-07-07,0.8271604938271605
hotel_0,2023-07-08,0.8271604938271605
hotel_0,2023-07-09,0.8271604938271605
hotel_0,2023-07-10,0.8271604938271605
hotel_0,2023-07-11,0.8271604938271605
hotel_0,2023-07-12,0.8271604938271605
hotel_0,2023-07-13,0.8271604938271605
hotel_0,2023-07-14,0.8271604938271605
hotel_105,2023-07-01,1.0
hotel_105,2023-07-02,1.0
hotel_105,2023-07-03,1.0
hotel_105,2023-07-04,1.0
hotel_105,2023-07-05,1.0
hotel_105,2023-07-06,1.0
hotel_105,2023-07-07,1.0
hotel_105,2023-07-08,1.0
hotel_105,2023-07-09,1.0
hotel_105,2023-07-10,1.0
hotel_105,2023-07-11,1.0
hotel_105,2023-07-12,1.0
hotel_105,2023-07-13,1.0
hotel_105,2023-07-14,1.0
hotel_112,2023-07-01,0.96875
hotel_112,2023-07-02,0.96875
hotel_112,2023-07-03,0.96875
hotel_112,2023-07-04,0.96875
hotel_112,2023-07-05,0.96875
hotel_112,2023-07-06,0.96875
hotel_112,2023-07-07,0.96875
hotel_112,2023-07-08,0.96875
hotel_112,2023-07-09,0.96875
hotel_112,2023-07-10,0.96875
hotel_112,2023-07-11,0.96875
hotel_112,2023-07-12,0.96875
hotel_112,2023-07-13,0.96875
hotel_112,2023-07-14,0.96875
hotel_126,2023-07-01,0.9880478087649402
hotel_126,2023-07-02,0.9880478087649402
hotel_126,2023-07-03,0.9880478087649402
hotel_126,2023-07-04,0.9880478087649402
hotel_126,2023-07-05,0.9880478087649402
hotel_126,2023-07-06,0.9880478087649402
hotel_126,2023-07-07,0.9880478087649402
hotel_126,2023-07-08,0.9880478087649402
hotel_126,2023-07-09,0.9880478087649402
hotel_126,2023-07-10,0.9880478087649402
hotel_126,2023-07-11,0.9880478087649402
hotel_126,2023-07-12,0.9880478087649402
hotel_126,2023-07-13,0.9880478087649402
hotel_126,2023-07-14,0.9880478087649402
hotel_133,2023-07-01,0.9672131147540984
hotel_133,2023-07-02,0.9672131147540984
hotel_133,2023-07-03,0.9672131147540984
hotel_133,2023-07-04,0.9672131147540984
hotel_133,2023-07-05,0.9672131147540984
hotel_133,2023-07-06,0.9672131147540984
hotel_133,2023-07-07,0.9672131147540984
hotel_133,2023-07-08,0.9672131147540984
hotel_133,2023-07-09,0.9672131147540984
hotel_133,2023-07-10,0.9672131147540984
hotel_133,2023-07-11,0.9672131147540984
hotel_133,2023-07-12,0.9672131147540984
hotel_133,2023-07-13,0.9672131147540984
hotel_133,2023-07-14,0.9672131147540984
hotel_14,2023-07-01,0.5188679245283019
hotel_14,2023-07-02,0.5188679245283019
hotel_14,2023-07-03,0.5188679245283019
hotel_14,2023-07-04,0.5188679245283019
hotel_14,2023-07-05,0.5188679245283019
hotel_14,2023-07-06,0.5188679245283019
hotel_14,2023-07-07,0.5188679245283019
hotel_14,2023-07-08,0.5188679245283019
hotel_14,2023-07-09,0.5188679245283019
hotel_14,2023-07-10,0.5188679245283019
hotel_14,2023-07-11,0.5188679245283019
hotel_14,2023-07-12,0.5188679245283019
hotel_14,2023-07-13,0.5188679245283019
hotel_14,2023-07-14,0.5188679245283019
hotel_21,2023-07-01,0.9074074074074074
hotel_21,2023-07-02,0.9074074074074074
hotel_21,2023-07-03,0.9074074074074074
hotel_21,2023-07-04,0.9074074074074074
hotel_21,2023-07-05,0.9074074074074074
hotel_21,2023-07-06,0.9074074074074074
hotel_21,2023-07-07,0.9074074074074074
hotel_21,2023-07-08,0.9074074074074074
hotel_21,2023-07-09,0.9074074074074074
hotel_21,2023-07-10,0.9074074074074074
hotel_21,2023-07-11,0.9074074074074074
hotel_21,2023-07-12,0.9074074074074074
hotel_21,2023-07-13,0.9074074074074074
hotel_21,2023-07-14,0.9074074074074074
hotel_28,2023-07-01,0.6083333333333333
hotel_28,2023-07-02,0.6083333333333333
hotel_28,2023-07-03,0.6083333333333333
hotel_28,2023-07-04,0.6083333333333333
hotel_28,2023-07-05,0.6083333333333333
hotel_28,2023-07-06,0.6083333333333333
hotel_28,2023-07-07,0.6083333333333333
hotel_28,2023-07-08,0.6083333333333333
hotel_28,2023-07-09,0.6083333333333333
hotel_28,2023-07-10,0.6083333333333333
hotel_28,2023-07-11,0.6083333333333333
hotel_28,2023-07-12,0.6083333333333333
hotel_28,2023-07-13,0.6083333333333333
hotel_28,2023-07-14,0.6083333333333333
hotel_35,2023-07-01,0.6953125
hotel_35,2023-07-02,0.6953125
hotel_35,2023-07-03,0.6953125
hotel_35,2023-07-04,0.6953125
hotel_35,2023-07-05,0.6953125
hotel_35,2023-07-06,0.6953125
hotel_35,2023-07-07,0.6953125
hotel_35,2023-07-08,0.6953125
hotel_35,2023-07-09,0.6953125
hotel_35,2023-07-10,0.6953125
hotel_35,2023-07-11,0.6953125
hotel_35,2023-07-12,0.6953125
hotel_35,2023-07-13,0.6953125
hotel_35,2023-07-14,0.6953125
hotel_42,2023-07-01,0.7611336032388664
hotel_42,2023-07-02,0.7611336032388664
hotel_42,2023-07-03,0.7611336032388664
hotel_42,2023-07-04,0.7611336032388664
hotel_42,2023-07-05,0.7611336032388664
hotel_42,2023-07-06,0.7611336032388664
hotel_42,2023-07-07,0.7611336032388664
hotel_42,2023-07-08,0.7611336032388664
hotel_42,2023-07-09,0.7611336032388664
hotel_42,2023-07-10,0.7611336032388664
hotel_42,2023-07-11,0.7611336032388664
hotel_42,2023-07-12,0.7611336032388664
hotel_42,2023-07-13,0.7611336032388664
hotel_42,2023-07-14,0.7611336032388664
hotel_49,2023-07-01,0.6593886462882096
hotel_49,2023-07-02,0.6593886462882096
hotel_49,2023-07-03,0.6593886462882096
hotel_49,2023-07-04,0.6593886462882096
hotel_49,2023-07-05,0.6593886462882096
hotel_49,2023-07-06,0.6593886462882096
hotel_49,2023-07-07,0.6593886462882096
hotel_49,2023-07-08,0.6593886462882096
hotel_49,2023-07-09,0.6593886462882096
hotel_49,2023-07-10,0.6593886462882096
hotel_49,2023-07-11,0.6593886462882096
hotel_49,2023-07-12,0.6593886462882096
hotel_49,2023-07-13,0.6593886462882096
hotel_49,2023-07-14,0.6593886462882096
hotel_56,2023-07-01,0.9583333333333334
hotel_56,2023-07-02,0.9583333333333334
hotel_56,2023-07-03,0.9583333333333334
hotel_56,2023-07-04,0.9583333333333334
hotel_56,2023-07-05,0.9583333333333334
hotel_56,2023-07-06,0.9583333333333334
hotel_56,2023-07-07,0.9583333333333334
hotel_56,2023-07-08,0.9583333333333334
hotel_56,2023-07-09,0.9583333333333334
hotel_56,2023-07-10,0.9583333333333334
hotel_56,2023-07-11,0.9583333333333334
hotel_56,2023-07-12,0.9583333333333334
hotel_56,2023-07-13,0.9583333333333334
hotel_56,2023-07-14,0.9583333333333334
hotel_63,2023-07-01,0.8666666666666667
hotel_63,2023-07-02,0.8666666666666667
hotel_63,2023-07-03,0.8666666666666667
hotel_63,2023-07-04,0.8666666666666667
hotel_63,2023-07-05,0.8666666666666667
hotel_63,2023-07-06,0.8666666666666667
hotel_63,2023-07-07,0.8666666666666667
hotel_63,2023-07-08,0.8666666666666667
hotel_63,2023-07-09,0.8666666666666667
hotel_63,2023-07-10,0.8666666666666667
hotel_63,2023-07-11,0.8666666666666667
hotel_63,2023-07-12,0.8666666666666667
hotel_63,2023-07-13,0.8666666666666667
hotel_63,2023-07-14,0.8666666666666667
hotel_7,2023-07-01,0.6498371335504886
hotel_7,2023-07-02,0.6498371335504886
hotel_7,2023-07-03,0.6498371335504886
hotel_7,2023-07-04,0.6498371335504886
hotel_7,2023-07-05,0.6498371335504886
hotel_7,2023-07-06,0.6498371335504886
hotel_7,2023-07-07,0.6498371335504886
hotel_7,2023-07-08,0.6498371335504886
hotel_7,2023-07-09,0.6498371335504886
hotel_7,2023-07-10,0.6498371335504886
hotel_7,2023-07-11,0.6498371335504886
hotel_7,2023-07-12,0.6498371335504886
hotel_7,2023-07-13,0.6498371335504886
hotel_7,2023-07-14,0.6498371335504886
hotel_70,2023-07-01,0.8377192982456141
hotel_70,2023-07-02,0.8377192982456141
hotel_70,2023-07-03,0.8377192982456141
hotel_70,2023-07-04,0.8377192982456141
hotel_70,2023-07-05,0.8377192982456141
hotel_70,2023-07-06,0.8377192982456141
hotel_70,2023-07-07,0.8377192982456141
hotel_70,2023-07-08,0.8377192982456141
hotel_70,2023-07-09,0.8377192982456141
hotel_70,2023-07-10,0.8377192982456141
hotel_70,2023-07-11,0.8377192982456141
hotel_70,2023-07-12,0.8377192982456141
hotel_70,2023-07-13,0.8377192982456141
hotel_70,2023-07-14,0.8377192982456141
hotel_77,2022-12-27,0.0
hotel_77,2022-12-28,0.0
hotel_77,2022-12-29,0.0
hotel_77,2022-12-30,0.0
hotel_77,2022-12-31,0.0
hotel_77,2023-01-01,0.0
hotel_77,2023-01-02,0.0
hotel_77,2023-01-03,0.0
hotel_77,2023-01-04,0.0
hotel_77,2023-01-05,0.0
hotel_77,2023-01-06,0.0
hotel_77,2023-01-07,0.0
hotel_77,2023-01-08,0.0
hotel_77,2023-01-09,0.0
hotel_84,2023-07-01,0.9134948096885812
hotel_84,2023-07-02,0.9134948096885812
hotel_84,2023-07-03,0.9134948096885812
hotel_84,2023-07-04,0.9134948096885812
hotel_84,2023-07-05,0.9134948096885812
hotel_84,2023-07-06,0.9134948096885812
hotel_84,2023-07-07,0.9134948096885812
hotel_84,2023-07-08,0.9134948096885812
hotel_84,2023-07-09,0.9134948096885812
hotel_84,2023-07-10,0.9134948096885812
hotel_84,2023-07-11,0.9134948096885812
hotel_84,2023-07-12,0.9134948096885812
hotel_84,2023-07-13,0.9134948096885812
hotel_84,2023-07-14,0.9134948096885812
hotel_91,2023-07-01,0.8651685393258427
hotel_91,2023-07-02,0.8651685393258427
hotel_91,2023-07-03,0.8651685393258427
hotel_91,2023-07-04,0.8651685393258427
hotel_91,2023-07-05,0.8651685393258427
hotel_91,2023-07-06,0.8651685393258427
hotel_91,2023-07-07,0.8651685393258427
hotel_91,2023-07-08,0.8651685393258427
hotel_91,2023-07-09,0.8651685393258427
hotel_91,2023-07-10,0.8651685393258427
hotel_91,2023-07-11,0.8651685393258427
hotel_91,2023-07-12,0.8651685393258427
hotel_91,2023-07-13,0.8651685393258427
hotel_91,2023-07-14,0.8651685393258427
hotel_98,2023-07-01,0.5
hotel_98,2023-07-02,0.5
hotel_98,2023-07-03,0.5
hotel_98,2023-07-04,0.5
hotel_98,2023-07-05,0.5
hotel_98,2023-07-06,0.5
hotel_98,2023-07-07,0.5
hotel_98,2023-07-08,0.5
hotel_98,2023-07-09,0.5
hotel_98,2023-07-10,0.5
hotel_98,2023-07-11,0.5
hotel_98,2023-07-12,0.5
hotel_98,2023-07-13,0.5
hotel_98,2023-07-14,0.5
